id,date,section,title,body_text,word_count
business/2021/dec/07/activist-investor-elliott-attacks-sse-over-green-energy-plans,2021-12-07,Business,Activist investor Elliott criticises SSE over green energy plans,"The US activist investor Elliott Management has ratcheted up the pressure on the UK firm SSE, with a public attack on the company's energy transition strategy and a call for two new independent directors. The FTSE 100 company has rejected the idea from the New York-based hedge fund - which has built a stake in SSE in recent months - that it should spin off its renewables arm. On Tuesday, it issued a further swift rebuff of Elliott's demands. Last month SSE announced a £12.5bn plan to increase investment across its renewable energy and electricity networks businesses over the next five years. It will fund this by selling a 25% stake in its electricity networks division and cutting the dividend. By the end of the decade, the company plans to run a quarter of the UK's offshore windfarms, alongside its electricity grid networks in the north of Scotland and parts of England, and its planned fleet of flexible ""low carbon"" power plants. However, in a letter addressed to the SSE chairman, Sir John Manzoni, Elliott said the firm's investment strategy lacked ambition and called on the company to provide a detailed and credible plan ""to address investor concerns around SSE's corporate governance, its ability to fund its growth in the long term, and its persistent undervaluation"". The hedge fund attacked the underperformance of the company and its share price during the eight years it has been run by Alistair Phillips-Davies as chief executive. It is Elliot's latest public campaign for change at a FTSE 100 company, after it started demanding a management shake-up and other major changes at the drugmaker GSK in the summer. Run by Paul Singer, the hedge fund is known for its aggressive corporate and political battles, and chased the Argentinian government for debts for more than decade. Describing itself as a top five shareholder in SSE, Elliott said it believed that its portfolio of networks and renewables assets was worth £21 a share, and argued that a listing of the renewables arm would have unlocked £5bn of value. It criticised the ""opaque review process"" that resulted in a ""lacklustre plan"". Elliott said SSE should explore other strategic initiatives, including a ""more ambitious disposal"" of its networks business and a partial listing or partial disposal of the renewables division; appoint two new directors with renewables experience; and create a strategic review committee made up of independent board members. The hedge fund said SSE ""must act expeditiously to restore investor confidence, lest the impairment in shareholder value become permanent"". The SSE share price was little changed on Tuesday at £16.34. Phillips-Davies defended the company's investment plan and rejected Elliott's criticism. He said SSE had conducted a ""rigorous"" review including input from shareholders, and said the plan was ""the optimal pathway to accelerate clean growth, lead the energy transition and create value for all stakeholders"". ""We've continued to have constructive and supportive discussions with our major shareholders and stakeholders about the plan, which was also backed by Moody's who reaffirmed SSE's Baa1 rating and upgraded their outlook to stable on the strength of the plan,"" the SSE chief executive said. ""Separation risks valuable growth options across the clean energy value chain, would jeopardise our ability to finance and deliver the major infrastructure the UK needs to create jobs and achieve net zero, and would lose shared skills that benefit the group.""",562
business/grogonomics/2021/dec/09/australian-house-prices-will-keep-rising-and-its-truly-depressing-for-those-hoping-to-get-into-the-market,2021-12-08,Business,Australian house prices will keep rising and it's truly depressing for those hoping to get into the market | Greg Jericho,"In news that unfortunately will shock no one who has thought about buying a house at any point in the past year or so, the latest residential property price figures from the bureau of statistics show that in the past 12 months prices have risen by record levels. The ABS has been tracking property prices since 2003 and from then till the first quarter of this year, prices across the country had risen by more than 5% in a quarter just once. But in the first three quarters of this year, prices rose by more than 5% every time: If the graph does not display please click here In the 12 months to September this year, property prices across Australia's capital cities grew on average by a record 22%. The surge was led by house prices more so than for apartments. House prices were up 25% on average across the capital cities and 32% in Sydney: If the graph does not display please click here The record increase is of course no surprise for regular readers given three months ago I noted that the massive explosion in home loans meant prices would keep rising faster for some time yet: If the graph does not display please click here The recent slowing in the amount of mortgages being taken out does suggest the peak growth of house prices should be occurring now; but even still by March next year we should expect that prices will be some 15% above where they were earlier this year: If the graph does not display please click here While Melbourne house prices are unlikely to grow by the 40% the huge spike in home loans occurring earlier this year suggested, even the more recent home loan data implies prices in that city will continue to grow even faster than they are now: If the graph does not display please click here It truly is a depressing story for those hoping to get into the housing market or have hopes that their kids might one day be able to afford a place of their own. In Sydney the median house price is now above $1.2m, and in Melbourne half of the houses bought in July, August and September cost more than $900,000: If the graph does not display please click here I guess you could consider buying an apartment or townhouse. But in Sydney the median price for one of those is now at a record $790,000 - higher than the median price for a standalone house in all other capital cities except Melbourne and Canberra: If the graph does not display please click here Sydney house prices are now completely divorced from wages. In the past two years, wages in New South Wales increased 3.5% while at the same time apartment prices grew 17% and house prices a stunning 40%: If the graph does not display please click here And if that sounds absurd, it is. Consider that in the 10 years from September 2003 to September 2013, Sydney house prices grew 31% while wages went up 41%, but since then house prices have soared 105% while wages have risen just 18%. Now sure, paying a mortgage is better now than in the past (especially if you took out a loan in the past) because interest rates are at record lows. But the deposit hurdle has risen to pole vault heights. Earlier this week the latest Household, Income and Labour Dynamics in Australia survey allowed us to calculate that in 2019 the median household pre-tax income for a family of two adults and one child",790
business/2021/dec/06/mp-calls-for-yorkshire-building-society-vice-chair-to-quit-over-lv-role-alison-hutchinson,2021-12-06,Business,MP calls for Yorkshire Building Society vice-chair to quit over LV= role,"The vice-chair of Yorkshire Building Society is facing a call to resign over her role pushing through the sale of the fellow member-owned firm LV= to a US private equity buyer, amid concerns that it could kickstart a wave of demutualisation. Gareth Thomas, chair of the all-party parliamentary group for mutuals, said there were serious questions over Alison Hutchinson's position on the board of the building society while pursuing the sale of another big customer-owned firm. As well as her role as vice-chair of Yorkshire, Hutchinson is a non-executive director of LV=, which has backed the sale of the 178-year-old firm owned by its members to Bain Capital for £530m. The 1.1 million members of the insurer, formerly known as Liverpool Victoria, will vote on Friday on whether to back the deal. Thomas said it was unacceptable for Hutchinson to sit on the board of one mutual while telling members of another that customer-owned status was not in their best interests. ""She's got a private equity background, she's backed strongly the demutualisation of LV, and Yorkshire customers would have reason to worry if she stays on their board and becomes chair. So I think she should quit, step down and let somebody who is genuinely committed to the mutual sector step up instead,"" he said. Yorkshire is one of Britain's biggest financial mutuals with nearly 3 million customers and assets of almost £50bn, including ownership of Norwich &amp; Peterborough and Chelsea building societies. The firm proudly promotes its mutual status, arguing that unlike major banks it does not have shareholders to satisfy and is run for the benefit of its members. Hutchinson joined the board in 2015 and became vice-chair and senior independent director in October 2020. She is chief executive of Pennies, a charity which provides technology for rounding-up retail sales for donating to good causes. She was previously chief executive of the specialist mortgage provider Kensington Group and is an independent director of the private equity firm Foresight Group. A spokesperson for Yorkshire said it valued Hutchinson's role on the board for her commercial insights. ""The proposals for LV do not impact our business - these are changes that are being voted on later this week. When it comes to our own status as a building society we are absolutely clear that we are not going to demutualise under any circumstance. This is simply not on our agenda as a business."" Thomas said he was concerned that the sale of LV= could trigger a wave of demutualisation similar to that seen in the 1990s, when building societies scrapped deeper links with their customers in pursuit of growth. This culminated in the 2008 financial crisis, when debt-laded ex-mutuals such as HBOS and Northern Rock collapsed or were rescued with multi-billion pound taxpayer bailouts. ""The crisis showed [demutualisation] wasn't in customers' long-term interests,"" he said. ""It helped to make banks too big and more vulnerable. One hopes this isn't another round of demutualisation as customers and the British economy would lose out again."" The Labour and Co-operative MP for Harrow West said the board of LV= had been ""far from transparent"" about their plans, warning that its sale would make the market for pensions and insurance much less diverse. ""LV= are one of the biggest players in the market and [the sale to Bain Capital] will be an open invitation to private equity companies to target other mutuals,"" he said. An LV= spokesperson provided the Guardian with an extract from a letter sent to the MP in July: ""The decision to recommend the transaction with Bain Capital was the unanimous",651
business/2021/dec/13/revealed-biden-administration-was-not-legally-bound-to-auction-gulf-drilling-rights,2021-12-13,Business,Revealed: Biden administration was not legally bound to auction gulf drilling rights,"The Biden administration admitted that a court decision did not compel it to lease vast tracts of the Gulf of Mexico for oil and gas drilling, shortly before claiming it was legally obliged to do so when announcing the sell-off, the Guardian can reveal. Last month, the US government held the largest-ever auction of oil and gas drilling leases in the Gulf of Mexico's history, offering up more than 80m acres of the gulf's seabed for fossil fuel extraction. The enormous sale, which took place just four days after crucial UN climate talks in Scotland, represented a spectacular about-turn from Joe Biden's previous promise to halt offshore drilling and was denounced by outraged environmental groups as a ""huge carbon bomb"". The president's administration insisted it was obliged to hold the lease sale due to a court ruling in favor of a dozen states that sued to lift a blanket pause placed on new drilling permits by Biden. But a memo filed by the US Department of Justice before the lease sale acknowledges that this judgement does not force the government to auction off drilling rights to the gulf. ""While the order enjoins and restrains (the department of) interior from implementing the pause, it does not compel interior to take the actions specified by plaintiffs, let alone on the urgent timeline specified in plaintiffs' contempt motion,"" wrote government lawyers to the federal court in Louisiana in August. The issuance of new drilling permits would require further steps under federal laws, the memo states, adding that ""the court's order does not compel the agency to act in contravention of these other authorities"". The memo's language was first referenced by The Daily Poster. Just a month after arguing that it was not required to hold the sale, however, the department of interior's bureau of ocean energy management (BOEM) announced it would auction off an area of the gulf that is two times the size of Florida to oil and gas companies. The expanse of the gulf put up for auction contains around 1.12bn barrels of oil and 4.2tn cubic ft of gas, with the leases locking in years - and potentially decades - of planet-heating emissions. It comes at a time when the International Energy Agency has said no new fossil fuel projects can be established after this year if the world is to avoid catastrophic heatwaves, flooding and other disastrous impacts from runaway climate change. ""The administration has been misleading on this, to put it mildly. It's very disappointing,"" said Thomas Meyer, national organizing manager of Food and Water Watch. ""They didn't have to hold this sale and they didn't have to hold it on this timeline. ""We know this will exacerbate the climate crisis, it undermines US credibility abroad and it contradicts a campaign promise by Biden. If the administration was taking the climate crisis seriously they would be fighting tooth and nail to keep every molecule of fossil fuel in the ground. They are nowhere near to doing that."" The auction, held on 17 November , ended up netting the government $191.6m from companies such as Exxon, Chevron and BP, the company responsible for the Deepwater Horizon disaster in 2010. A total of 308 tracts of the gulf's seabed were sold off, covering 1.7m acres, an area larger than the state of Delaware. The rapid staging of the lease sale was not required by the courts and could have instead been delayed by a proper federal review of climate and other environmental impacts according to Earthjustice, an environmental group that is suing to halt the leases before they come into",1094
business/2021/dec/22/green-cards-cannabis-strip-club-jcb-heir-legal-battle-jo-bamford,2021-12-22,Business,"Green cards, cannabis and a strip club: JCB heir in US legal battle","The heir to the JCB digger empire, whose father Lord Bamford is one of Boris Johnson's biggest financial backers, is locked in a legal battle with a former close friend that has shed fresh light on alleged tensions inside one of the UK's most powerful industrial families. The case has also raised questions over the conduct of Jo Bamford, a 43-year-old self-styled ""green entrepreneur"" who is a director at a key JCB holding company and has now set himself up as an investor in bus manufacturing and hydrogen. His companies, which includes the doubledecker maker Wrightbus, have won taxpayer-funded contracts worth nearly £80m for zero-emission buses in England and Northern Ireland over the last three years. However, Bamford's business dealings are now under scrutiny by a judge in civil proceedings in the US. US court filings and transcripts reveal he is in a bitter dispute over the ownership of a company based in Philadelphia. The documents make public for the first time Bamford's investment in the Delaware Valley Regional Center (DVRC), one of hundreds of ventures set up to sell fast-track access to green cards under a controversial US government visa scheme known as EB-5. Bamford is suing Joseph Manheim, a former best friend, accusing him of ""surreptitiously"" seizing control of the joint venture and using that control to take $5.9m (£4.4m) from the business. Manheim has vigorously denied the allegations, and has brought his own counterclaim. As the dispute escalated, the two men have levelled a barrage of accusations against each other. The case went to trial in Delaware in June, giving an extraordinary insight into a world of extreme wealth and privilege within one of Britain's most prominent industrial families. During the hearings, Bamford told the court that he raced classic Ferraris - while Manheim claimed he also collected rare pheasants. Under cross-examination, Bamford admitted to using a company email account to order cannabis and send unspecified ""inappropriate, explicit photographs"". Bamford and a third founding director, who joined him as a plaintiff, have in turn accused Manheim of using company funds for outings to a strip club in Philadelphia, leasing a Porsche, and to cover the cost of playing in polo matches. In his court filings, Manheim alleged Bamford was intending to use the legal process to carry out a ""bloodless coup"" to seize control of the company. Both men deny any claims of wrongdoing. Manheim through his lawyers declined to comment on the cases. The final judgment on the claim and counterclaim is not expected until next year. Green cards 'for sale' Lawyers acting jointly for JCB, Lord Bamford and Jo Bamford said the US legal proceedings had no connection with either the digger firm or the peer. Anthony Bamford, 76, is one of the UK's most successful industrialists, with a net worth estimated at £4.6bn. He was made a peer in 2013, campaigned for Brexit and has donated millions to the Conservative party. Jo Bamford, his eldest son, has donated £75,000 to the Tories. He may also - one day - take over the entire family business. Jo Bamford became friends with Manheim in about 2001, when the former investment banker was dating Bamford's sister. The court hearings gave a glimpse into a once close relationship: the two men socialised and holidayed together and were godfathers to each other's children. Bamford eventually gave Manheim access to his $2m Goldman Sachs investment account. When Manheim came up with the green card business idea in 2012, Bamford backed the venture. The equity in DVRC was split between the two friends and a third partner, all of whom would",1327
environment/2021/dec/22/uk-landfill-site-investigated-after-residents-plagued-by-noxious-fumes,2021-12-22,Environment,UK landfill site investigated after residents plagued by noxious fumes,"The Environment Agency has launched an investigation into alleged illegal waste activities at a landfill in Staffordshire which has plagued residents with noxious fumes for months. People living next to Walleys Quarry landfill in Silverdale, Newcastle-under-Lyme, are facing misery from strong smells caused by high levels of hydrogen sulphide on the site. The EA said it had launched a formal investigation into the landfill operators, Red Industries, after receiving new information in October. The company denies breaking any regulations. Campaigners hailed the news as an ""early Christmas present"" and a milestone in their fight for better air quality, although many said they felt an investigation was long overdue. ""All we want is the truth. But we won't take the pressure off the EA yet because we actually need to see the results, we won't just accept platitudes,"" said Dr Mick Salt, a resident and radiation physicist. The Newcastle-under-Lyme MP, Aaron Bell, said: ""I welcome this formal investigation and I would like to thank all the sources that have come forward over the past year. This is just one step, and it is important for legal reasons not to prejudice or prejudge this investigation. However, I know the community will welcome this development."" Campaigners were dealt a blow last week when the EA won an appeal over a high court case that found it was not doing enough to control the landfill emissions that were shortening the life expectancy of a five-year-old, Mathew Richards. Mathew's mother, Rebecca Currie, said she was ""heartbroken"" by the ruling and would take the case to the supreme court. ""It felt like we'd put up all that fight for nothing. But my legal team are not letting it drop,"" she said. ""And the news of the EA's investigation has put a smile on my face, it's given us a big boost in the fight."" The family live half a mile from the landfill, and Currie said the fumes were still having a major impact. ""We ring up [the EA] and complain about it but it doesn't feel like it's getting us anywhere. Mathew is coughing so bad to the extent he's choking,"" she said. The EA said it welcomed the court's decision but added it ""will not affect our determination to tackle the problems at Walleys Quarry"". It said that after the EA's interventions, ""there has been a clear downward trend in hydrogen sulphide levels recorded at our air quality monitoring stations in recent months"". Walleys Quarry Ltd, an associated company of Red Industries, said: ""Walleys Quarry Ltd has never received or disposed of hazardous waste in contravention of any regulations. Any allegations that it has ever done so are baseless and wrong. ""There are no grounds whatsoever for this investigation or the unprofessional way it has been publicised by the EA as a supposedly responsible regulator. Despite this, the company will cooperate fully with the EA investigation so the true facts can be established and made known at the earliest opportunity.""",496
environment/2021/dec/14/mps-call-for-halt-to-britains-incinerator-expansion-plans,2021-12-14,Environment,MPs call for halt to Britain's incinerator expansion plans,"MPs are calling for a moratorium on the expansion of new waste incineration plants just days before councils in London vote on awarding a contract to build a huge new plant in Edmonton. A report by the all-party parliamentary group on air pollution says expansions should be halted immediately to protect human health and cut carbon emissions. The report concludes that ultrafine particles released by incineration at scale constitute a significant health hazard. Geraint Davies, Labour MP and chair of the group, said the expansion of the Edmonton incinerator and others should be stopped. ""Air pollution already kills 64,000 people across the UK each year, so government planning that will double incineration capacity by allowing the construction of 50 new waste incinerators by 2030 ... should be immediately halted as it will give rise to a significant growth in ultrafine particulates, which are the most dangerous to human health,"" he said. ""Of critical importance is that it is the number of particulates, as opposed to their combined mass, that is the key determinant for human ill health. The smallest particulates act like a gas and penetrate seamlessly into the blood stream and organs, creating damage to the hearts, brains, and lungs of victims."" There are at least 90 incinerators in the UK and 50 more proposed or in development, according to government data and data collected by the anti incineration group United Kingdom Without Incineration Network. The group of MPs heard evidence from Ruggero Ridolfi, an oncologist with more than 40 years of clinical experience, who found heavy metals in the toenails of children living near incinerators and highlighted the link with acute childhood leukemia. Research by Kirsten Bouman, of ToxicoWatch, an independent non-profit organisation dedicated to raising awareness of toxic hazards, found dioxins in chicken eggs up to 10km from incinerators that emit them. The report was published days before seven councils in north London will be asked to vote for a contract to be awarded to rebuild and expand the capacity of the Edmonton incinerator, run by the North London Waste Authority (NLWA), by 200,000 tonnes. Protests against the Edmonton incinerator include demonstrations by doctors in the area who are calling on council leaders to support cleaner, alternative ways of dealing with local waste. Recycling rates in north London are just 30% and more than half of the incinerated waste is readily recyclable, according to Defra. Dr Ed Tranah, medical registrar at North Middlesex hospital, said: ""If this goes ahead you are looking at 35-50 years of continued incineration of waste, much of which does not need to be incinerated and is recyclable. ""We are burning all sorts of materials and we don't even have a study into how the fumes are affecting people working and living in the area."" Haringey council recently called for the expansion to be paused citing concerns over air pollution. A recent report from the National Infrastructure committee warned rising greenhouse gas emissions from waste incineration would prevent the UK meeting its net zero targets by 2050. Highlighting the carbon impact of waste incineration, the APPG report called for tax measures to be introduced to restrict incinerator expansion. Dr Dominic Hogg, who founded the environmental consultancy Eunomia, told the MPs a 700,000-tonne incinerator pumps out about 700 tonnes of NOx (nitrogen oxides) a year. He said incineration - like landfill - should be taxed in relation to the carbon content of the feedstock and the emissions of NOx, SOx (sulfur oxides), particulate matter and other pollutants. They should also be part of the emissions trading scheme. Davies said poorer communities already suffered worse",856
environment/2021/dec/28/country-diary-a-tiny-island-on-a-loch-perfect-for-a-solstice-overnight-camp,2021-12-28,Environment,Country diary: A tiny island on a loch - perfect for a solstice overnight camp,"At this darkest, coldest time of the year, it seems a kind of midwinter madness to take a canoe on to a Highland loch in the deep of night. But we came here for the summer solstice, so it feels right to return. We are the Swallow, set for adventure. The moon is full, but muted by a thick mist. As we cut across the loch, the black water fades without seam into grey cloud, all the familiar landmarks on the shore dissolving. The silence is broken only by the slap of paddles and the creak of boat until unseen geese are startled. Their rising hullabaloo erupts into a storm of wingbeats and splashing till they circle above and settle again, squawks fading. We make for the dark island, feeling like the Dawn Treader on the brink of nightmares, then judder across a skirt of ice that cracks and splinters beneath us. Now we are the Endurance at the ends of the earth. Our vessel stowed on the frosted shore, we head for a clearing at the foot of giant beeches, sweep away leaves and dig out a circle of turf for a fire. Flasks appear, bowls of warm custard on cake, mugs of hot chocolate. We make our beds in bivvy bags and I spend the hours trussing myself in ever more layers of fleece, down and discomfort, my body stiffening into cold. On this longest winter night, the moon has suffused the fog with a strange half-light, and I am as wakeful as when midsummer will not surrender the sky. At last it is morning and time to move. Clearing camp, we discover hair ice pluming from a fallen branch like candy floss, shiny white and soft to touch. An owl makes a wild, demonic shriek from deep in the trees, and we depart the forbidden isle. At first the canoe scrapes across the newly frozen ice ring before breaking through into water the colour of mercury. Beside us, the reed beds are furred with hoar frost, crackling as we brush past. Cloud holds sway all around, hiding horizons, smudging forest and land, blurring edges. Quietly, we slip back to civilisation, fugitives from another world. • Country Diary is on Twitter at @gdncountrydiary",375
environment/2021/dec/28/greta-thunberg-joe-biden-climate-crisis-fight-leader,2021-12-28,Environment,Greta Thunberg says it's 'strange' Joe Biden is considered a climate leader,"Greta Thunberg has criticised Joe Biden for not leading the fight against the climate crisis. In an interview with the Washington Post, the 18-year old Swedish environmental activist rejected the idea that the US president is a leader on climate issues. ""It's strange that people think of Joe Biden as a leader for the climate when you see what his administration is doing,"" she said. ""The US is actually expanding fossil fuel infrastructure. ""Why is the US doing that? It should not fall on us activists and teenagers who just want to go to school to raise this awareness and to inform people that we are actually facing an emergency."" Asked what she wants politicians like Biden to do, Thunberg said: ""First of all, we have to understand what is the emergency. ""We are trying to find a solution to a crisis that we don't understand ... it's all about the narrative. It's all about, what are we actually trying to solve? Is it this emergency, or is it this emergency?"" In November, Thunberg called the Cop26 climate summit in Glasgow ""a failure"", arguing it ""turned into a PR event"" in which ""leaders are not doing anything"" except ""actively creating loopholes and shaping frameworks"" in order to keep profiting from a ""destructive system"". Speaking to the Post, Thunberg said that a Cop26 final agreement ""which is very much an achievement"" will not amount to anything unless it increases ambitions which leaders then fulfill. One of the positives of Cop26, she said, was that it revealed that ""under current circumstances, within current systems, we won't be able to solve the climate crisis unless there is massive pressure from the outside"". Thunberg said global summits like Cop26 presented a ""big opportunity"" for public mobilization to highlight the climate crisis. In Glasgow, Biden vowed that the US would ""lead by example"" in the fight to avoid global heating beyond 1.5C. He made new promises to cut down on methane, a potent greenhouse gas, and to end deforestation, drawing widespread praise. Nonetheless, when more than 40 countries announced a promise to end coal mining, the US was absent from the list. In a recent report, the UN environment program and other researchers found that global production of oil and gas is on track to rise over the next 20 years at a rate that will result in double the fossil fuel production in 2030 consistent with a 1.5C rise. The report found that the US projects increases in oil and gas production by 17% and 12% respectively by 2030. The Biden administration has approved at least 3,091 new drilling permits on public lands at a rate of 223 permits a month, at a faster rate than the Trump administration. In November, the US held the largest-ever auction of oil and gas drilling leases in Gulf of Mexico history, offering up more than 80m acres of seabed. Thunberg told the Post: ""What's holding us back is that we lack the political will. ""Our goal is to find a solution that allows us to continue life [as it is] today,"" she said. ""... but the uncomfortable truth is that we have left it too late for that. Or the world leaders have left it too late for that. ""We need to fundamentally change our societies now. If we would have started 30 years ago, it would have been smoother. But now it's a different situation.""",569
environment/2021/dec/23/buried-ponds-to-be-excavated-in-norfolk-to-revive-wildlife,2021-12-23,Environment,Buried ponds to be excavated in Norfolk to revive wildlife,"Ghost pingos, unique ponds forged by the ice age and buried during the era of industrial agriculture, are to be excavated to revive wildlife on two former farms. Rare species including the scarce emerald damselfly and the northern pool frog are set to return to the pingos, which are being restored on farmland next to Thompson Common near Thetford in Norfolk, a little-known nature reserve whose 400 ancient ponds make it the pingo capital of Britain. The first of 26 ghost pingos on Watering Farm is being excavated by Norfolk Wildlife Trust, a painstaking process which requires soil to be removed an inch at a time under expert supervision. The restorers hope to precisely locate the former bottom of the pond to open up the still-viable seed bank that remains from when the ponds were filled in by a desire to ""improve"" farmland over the last 150 years. ""This is restoration from within,"" said Jonathan Preston of Norfolk Wildlife Trust. ""You can dig a pond anywhere but the unique thing with these is getting down to that original sediment which will unlock an ancient seed bank."" ""Pingo"" is an Inuit word for hill, and the ponds were the result of springs forming subterranean ice pinnacles during the last ice age. When these melted, hundreds of small round ponds were created. The pingos' excavation will be overseen by experts led by Prof Carl Sayer of University College London, who has spearheaded the Norfolk Ponds Project, which has restored 250 lost ponds across the region. Sayer said: ""We know from our research that often quite rare plants can be preserved. Can we bring back things that are lost even from Thompson Common? We're disturbing sediment from a time when there were no sprays, no fertilisers and much wilder places, so plants can come back and say hello."" Once the original shape of the pond is excavated, the depressions will fill up naturally with an upwelling of water from the aquifer, releasing naturally filtered and nutrient-poor water in which sensitive aquatic plants and invertebrates such as diving beetles can flourish. Initial tests by Sayer's team have identified the dark layers of ancient pond sediment and seeds within it on the 60 acres of Watering Farm. Norfolk Wildlife Trust is also planning to resurrect up to 40 ghost pingos it has identified on 130-acre Mere Farm, which it acquired after a fundraising appeal to expand the unique landscape of Thomson Common. The ghost ponds are first detected using old maps and aerial ""lidar"" laser scanning which reveals the ponds in hi-tech 3D maps. This joining up and restoration of wetland habitats is crucial for the prospects of rare species such as the northern pool frog, which was reintroduced in Thompson Common in 2005. The native frog, which became extinct in Britain in the 1990s, is doing well, but requires a network of warm pools with surrounding vegetation in which to thrive. Crucial to the success of resurrecting the ghost pingos is to remove subterranean drains that were installed in the 1970s when the land was intensively farmed. Traditional Breckland grassland will be revived around the pingos as a species-rich mosaic of glades, scrub and larger trees is allowed to develop. One of Sayer's previous restorations brought to the rediscovery of grass-poly, a delicate pink wildflower that is one of Britain's rarest plants and had been lost to Norfolk for a century. He said that some seeds in ancient sediments could possibly remain viable for hundreds of years. Sayer predicted that the ghost pingos would be brimming with life by this time next year. ""When",661
environment/2021/dec/09/country-diary-an-old-dead-elm-with-a-secret-i-cant-shake,2021-12-09,Environment,"Country diary: An old, dead elm with a secret I can't shake","The storm blew the old elm trunk down, a 15ft-high totem with the crumbling faces of the long dead looking westwards from the wood. The tree may have been more than 200 years old when it fell victim to Dutch elm disease in the 1970s, but it still sent out a hedgeful of suckers for the future, and its disintegrating trunk stayed upright until now. Once a prominent tree, marking some forgotten boundary, it becomes another anonymous windthrow sinking into the earth. The duff that rotted from its heartwood is rich and peaty. To see if there is anything in it, I dig about with a stick into what would have been the core of the tree and a place that had not seen the light of day for centuries. There is a bone. A rib, from a lamb or fawn, perhaps. I pick it up. It feels well-preserved, and there is something uncanny about the way it appears. How did it get there? Was the rib the remains of a whole animal buried under the tree when it was planted, or was the bone dropped into the hollow trunk in more recent times? Does this speak of sacrifice or witchcraft? I see the lower jawbone of a small ungulate nearby that maybe a fox has unearthed, and assume that the remains are connected. However, I only feel some responsibility for what I have exhumed. Whatever the origin and purpose of the bone, it was meant to be secret, sealed under the tree, so I scrape out a hole, return the rib to the earth and cover it over. A few days later I am in Morrisons supermarket in Wellington and sense something fly past the corner of my eye. I wait. A wren flits into a display of poinsettias, their bright red bracts as camp as Christmas. The bird hops this way and that so it can see me with each eye. Wrens are birds of omen, bringers of news. I wonder what this one is saying. • Country Diary is on Twitter at @gdncountrydiary",346
environment/2021/dec/27/storm-arwen-trees-devastated-positives-aoe,2021-12-27,Environment,After Arwen: how to think positive about the UK's storm-devastated trees,"Storm Arwen came hurtling down from the north at the end of November, causing a tsunami of trees to crash to the ground across Scotland, northern England and parts of Wales. Winds of 100mph flattened conifer plantations like dominoes; large country houses lost 250-year-old oaks; and gardeners grieved for uprooted magnolias and rhododendrons. Three people died and more than 9,000 were left without power for more than a week in bitterly cold weather. Phones were down, roads were blocked and people had trees coming through their roofs. ""You weren't going anywhere,"" remembers Heather Swift, the Woodland Trust's Cumbria site manager, who has been assessing the tree damage in the area. Storm Arwen has brought about dramatic changes in the landscape, but such upheaval also presents an opportunity to increase forest diversity, expand the provision of wildlife-rich dead wood and create more variation within plantations, say experts. ""We think they're disasters, and momentarily they are, but in the grand scheme of things, this is natural,"" says Swift. Many compare the damage to the ""great storm"" of 1987 that ravaged the south-east of England and London when 115mph winds uprooted 15 million trees, except Arwen seems to have attracted less attention, perhaps as it affected less populated parts of the country. ""It was similar in terms of scale of damage, the disruption it caused and size of trees that went down,"" says Swift. ""There have been some mighty fine trees that have gone down, and there was nothing wrong with them. Huge, beautiful oaks just laid flat on their sides."" Estimates suggest that 8 million trees have been affected in Scotland and 4 million in England, although it will take weeks to work out the full extent of the damage. Currently there are no estimates available for Wales. The National Trust is the largest single custodian of ancient and veteran trees in Europe, and for some properties in the north of England, this was the worst storm in 40 years, with an estimated £3m in damage across sites nationally. Staff were left devastated after losing trees and gardens they'd spent whole careers looking after. ""To lose so many in such a short period, I think that's what is so heartbreaking ... Trees are just as important to many of our properties as historic buildings and collections,"" says John Deakin, head of trees and woodlands at the National Trust. More than 50 trees were uprooted at Bodnant Garden in Conwy, including the tallest redwood in Wales, which stood at 51 metres and was expected to reach double that height. The Wallington estate in Northumberland saw half its veteran trees blown over. Storm Arwen had a disproportionately large impact on trees because it came from the north, rather than the south-west, which is the prevailing wind direction. Trees are adapted to withstand winds piling in off the Atlantic by anchoring their roots in a specific way and putting on wood in particular places. Woodlands also naturally have smaller trees on the south-west so they are more aerodynamic in strong winds, but this means they are ill-prepared when the wind switches direction and they are battered square on. After the 1987 storm (which did come from the south-west) there was a rush to clear away all the fallen trees, but conservationists say the mess left behind transformed our understanding of woodland ecology, highlighting the benefit of diverse, scruffy, open habitats within woodlands. The response to Storm Arwen will be different from the 1987 storm, and as many fallen trees will be left as possible, say conservationists. ""It's now part of our cultural and historical landscape",1065
